Info (GameContainer): Running the game engine.
Info (Window): Window Created.
Info (Input): Input Handler has started.
Info (GameContainer): Engine has started.
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
Info (ImageLoader): Loading image /level_res/level_0_dialog_1.png
